,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33
0,0.08499049000000004,0.08012403999999998,0.06445961,0.12582885999999996,0.11319350999999996,0.09488606000000001,0.07676599,0.08067946000000001,0.06613052999999999,0.09986096999999998,0.03998291999999999,0.012555899999999995,0.009672400000000001,0.008510150000000003,0.009764369999999998,0.010549449999999995,0.0124979,0.012219589999999992,0.013714840000000011,0.01569031,0.01736919,0.021792909999999995,0.035877700000000026,0.028290539999999986,0.028360910000000007,0.03670817,0.04621923999999995,0.04453570999999999,0.030981449999999994,0.016000950000000014,0.010053249999999998,0.009749389999999998,0.009975320000000001,0.009900875000000002
1,0.09238854000000003,0.07075696999999996,0.06612456000000001,0.12663691000000002,0.11678477000000001,0.08195656999999999,0.07123262000000002,0.07244627999999999,0.05642478000000001,0.07347066000000002,0.043068359999999986,0.017088910000000002,0.014886739999999996,0.014298059999999996,0.016041429999999995,0.01743214000000001,0.01945425,0.019344520000000004,0.02100480999999999,0.023244129999999995,0.02525776,0.029002310000000017,0.03990655999999997,0.03279182,0.034976279999999985,0.04473558999999999,0.053812729999999954,0.05193199000000002,0.03825511999999998,0.022720239999999992,0.01632016,0.016726310000000015,0.017171230000000016,0.01740745833333333
2,0.23279746000000018,0.15797718000000002,0.13263817000000006,0.2508806499999999,0.2222685699999999,0.13327304,0.12354260999999996,0.12585715,0.09831259000000005,0.13576334,0.07428707999999999,0.01798647,0.01283906999999999,0.006935960000000006,0.012920340000000004,0.012887149999999993,0.01601277,0.017418430000000002,0.020325609999999997,0.02501110000000002,0.03186693000000001,0.04372317,0.07876194999999997,0.05335417999999998,0.06576458999999998,0.09070038999999999,0.10409523000000005,0.08911994000000002,0.05602654999999999,0.021459109999999993,0.0057206,0.005252160000000001,0.005471949999999999,0.005548500000000001
3,0.062322120000000016,0.04305659999999999,0.042696709999999964,0.09682703999999998,0.07879245,0.04698178999999999,0.04026274999999999,0.03897303000000002,0.027378550000000015,0.03703815,0.02318507,0.007444040000000001,0.005462830000000002,0.004793440000000001,0.006121289999999999,0.007234949999999999,0.00856939,0.00815688,0.009291350000000002,0.010772440000000003,0.01193678999999999,0.014176729999999997,0.02054596000000001,0.01578508999999999,0.017985929999999987,0.025688879999999994,0.03324076999999998,0.03128372,0.020285479999999984,0.008729129999999998,0.0037433000000000006,0.0036901999999999994,0.00355749,0.003354083333333334
4,0.27303002,0.18980643,0.15286639000000005,0.2898032000000001,0.25365347000000027,0.15350498000000004,0.13924919,0.1360619500000001,0.09883445,0.14158282999999997,0.08128914999999996,0.01790841,0.010999059999999996,0.00440864,0.010800530000000001,0.011118159999999998,0.013593440000000005,0.014586260000000004,0.017620890000000004,0.022802880000000005,0.030383889999999986,0.04411378000000001,0.08731782999999997,0.05748352,0.07478017999999997,0.10671636000000005,0.12259003999999997,0.10776720999999996,0.06930386000000001,0.02557392,0.0023490499999999997,0.0009699400000000003,0.0011376800000000005,0.0011271666666666667
5,0.036691180000000004,0.031163980000000015,0.033325179999999996,0.07093118000000004,0.06672931000000001,0.04226866000000002,0.04536180999999999,0.04752339000000001,0.03873379,0.048289979999999996,0.02836962999999999,0.01121921999999999,0.00872802,0.003834499999999999,0.008449649999999998,0.008752859999999996,0.01311034,0.014103479999999993,0.015912620000000002,0.01969156999999999,0.024916849999999977,0.030208850000000006,0.04397824,0.03581545,0.04266190999999998,0.056030919999999956,0.06634669000000001,0.059506949999999996,0.03613454000000001,0.012229680000000007,0.003576459999999999,0.004639649999999997,0.00542868,0.0056124374999999985
6,0.07575836000000001,0.06193346000000002,0.055944799999999975,0.09906002000000001,0.08992278000000008,0.06952385999999998,0.058866450000000035,0.05898808999999998,0.04593260000000001,0.06110271000000001,0.03176789999999999,0.01312082,0.011579930000000006,0.011104999999999997,0.012502909999999992,0.01382065,0.015485470000000006,0.015151419999999994,0.016693619999999996,0.018676609999999993,0.020360840000000005,0.023117979999999996,0.03007051,0.026195160000000012,0.029479379999999996,0.037648129999999995,0.04385608000000002,0.04202090000000003,0.03112403999999999,0.01821507999999999,0.012502699999999993,0.012811999999999999,0.013125700000000008,0.013262333333333333
7,0.2234814,0.15818329,0.13091963000000004,0.23815459999999988,0.2174816299999999,0.13389495000000007,0.11810535000000004,0.11991869999999999,0.09164390000000001,0.1263817,0.06742131999999999,0.015808729999999997,0.010656319999999999,0.0051994799999999985,0.010057479999999994,0.01053175,0.013818679999999998,0.014417449999999998,0.016786320000000007,0.02136859,0.027793129999999996,0.03877907,0.07161986999999999,0.04904503999999998,0.06171435,0.08551508999999997,0.09707625000000011,0.08426898999999999,0.05359767000000004,0.019845840000000014,0.002576709999999998,0.00158301,0.0017468699999999998,0.0017622291666666648
8,0.08651954000000002,0.07069678000000003,0.06503103999999998,0.11508318000000002,0.10445696,0.08244890000000002,0.07050456999999999,0.07091094999999997,0.055978460000000035,0.07567833000000002,0.03835249999999999,0.014119970000000004,0.012301209999999998,0.011869790000000002,0.013536060000000006,0.014983299999999986,0.01700011,0.01668775,0.018508550000000002,0.020847439999999988,0.022768999999999994,0.026215909999999995,0.03527322,0.0306407,0.03458901,0.04454410000000001,0.05209471000000002,0.05043116000000002,0.03772107999999997,0.022112260000000005,0.014995389999999997,0.01505342,0.01543093,0.0155576875
9,0.16770561,0.12055414000000005,0.09654016000000003,0.17069857000000005,0.15899046999999997,0.10363868999999996,0.09054630000000001,0.08752759999999998,0.0680005,0.09236322,0.05250216999999997,0.01178900000000001,0.007202240000000002,0.0028856500000000013,0.006483829999999999,0.006710409999999995,0.00941479,0.00980453,0.01153556,0.014989280000000004,0.01957111,0.027275939999999995,0.05194154999999997,0.03518305000000002,0.043707239999999994,0.05969530999999997,0.06767191999999998,0.05873630999999997,0.03754017000000002,0.013175040000000013,-0.00012017999999999987,-0.0007108900000000003,-0.0005414299999999998,-0.0005695833333333333
